age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income
66,6,9,6,9,4,2,0,0,0,35,
38,3,10,2,3,0,4,1,0,0,55,
39,0,10,0,3,4,2,0,0,0,40,
39,8,8,2,14,0,4,1,0,0,40,
47,3,9,2,6,0,4,1,5178,0,40,
39,3,9,0,13,3,4,1,0,0,60,
22,3,10,4,13,3,4,1,0,0,40,
36,3,9,4,2,3,2,1,0,0,30,
32,3,10,2,6,0,1,1,0,0,40,
29,8,9,4,14,1,4,1,0,0,40,
43,1,13,4,9,1,4,1,0,0,40,
51,3,9,2,2,0,4,1,0,0,40,
42,3,3,2,2,0,4,1,0,0,60,
32,6,8,4,0,4,4,0,0,0,40,
34,3,10,4,0,3,4,1,0,0,40,
51,3,11,2,2,0,4,1,0,0,57,
38,3,13,2,11,0,4,1,0,0,44,
21,3,9,4,5,3,2,1,0,0,20,
33,5,13,4,7,1,4,0,0,0,15,
34,3,9,2,2,0,4,1,0,0,40,
32,3,9,2,3,0,4,1,0,0,40,
38,8,11,4,14,3,4,1,0,0,15,
27,5,9,2,7,0,2,1,0,0,60,
35,4,10,2,11,0,4,1,0,0,50,
29,6,13,4,9,1,4,1,0,0,50,
40,3,9,2,2,0,4,1,0,0,40,
46,3,4,2,4,0,2,1,0,0,30,
37,3,9,4,7,4,2,0,0,0,30,
38,5,9,2,2,0,4,1,3411,0,25,
37,3,10,2,3,0,2,1,0,1887,60,
44,3,13,2,9,0,4,1,0,0,45,
25,3,14,4,9,1,4,1,0,0,30,
38,3,9,4,11,4,4,1,0,0,42,
34,1,12,0,0,4,4,0,0,0,10,
50,5,9,2,11,0,4,1,0,1902,60,
46,3,10,2,3,0,4,1,0,0,50,
20,3,3,4,5,4,4,1,0,0,30,
47,6,11,2,3,0,4,1,0,0,38,
46,3,16,2,9,0,4,1,0,0,60,
34,3,12,0,11,1,4,1,0,0,40,
61,3,9,2,13,0,4,1,0,0,40,
55,6,10,0,9,1,2,0,0,0,37,
36,3,9,4,13,1,4,1,0,0,35,
28,3,10,4,3,1,4,0,10520,0,40,
22,3,9,4,7,1,4,1,0,0,40,
34,3,10,4,11,3,2,0,0,0,35,
33,3,10,4,6,1,2,1,0,0,40,
27,3,9,4,7,3,4,0,0,0,32,
43,0,14,2,5,0,4,1,5013,0,12,
55,3,6,2,2,0,4,1,99999,0,40,
39,5,6,3,7,1,4,0,0,1721,15,
20,3,10,4,7,3,4,1,0,0,33,
38,3,9,4,5,1,2,1,0,0,40,
30,3,10,4,2,1,4,1,0,0,40,
21,3,7,4,7,3,4,1,0,0,42,
60,3,9,2,9,0,4,1,0,0,30,
43,3,10,4,5,1,4,1,0,0,40,
36,3,9,2,2,0,4,1,0,0,45,
23,3,10,4,7,4,4,0,0,0,48,
57,1,10,2,5,0,2,1,7298,0,40,
25,1,9,4,5,2,2,1,0,0,40,
38,3,9,0,7,4,2,0,0,0,32,
22,3,9,2,2,0,4,1,0,0,35,
23,3,3,4,2,1,4,1,0,0,40,
61,5,9,4,11,1,4,0,0,0,44,
28,3,10,0,2,1,4,1,0,0,46,
17,8,7,4,14,3,4,0,0,0,10,
21,3,10,4,7,3,4,0,0,0,25,
49,3,14,2,9,0,4,1,0,0,40,
37,3,8,0,2,3,4,1,0,0,35,
23,3,10,4,7,3,4,0,0,0,40,
38,5,10,2,9,0,4,1,3137,0,50,
34,1,13,2,9,5,4,0,0,0,46,
21,3,9,4,6,3,4,0,0,0,40,
27,6,10,2,3,0,2,1,0,0,40,
57,3,9,2,2,0,4,1,0,0,84,
22,3,9,4,5,3,2,1,0,0,25,
20,3,10,4,0,1,3,0,0,0,35,
49,4,10,2,9,5,4,0,0,0,65,
38,3,9,2,2,0,4,1,0,0,40,
40,3,13,2,12,0,4,1,0,0,40,
44,3,9,2,2,0,2,1,0,1485,40,
37,5,10,2,0,5,4,0,0,0,20,
57,3,14,0,9,1,4,1,0,0,30,
56,3,4,4,7,3,4,0,0,0,30,
41,3,12,0,9,1,4,1,0,0,80,
50,5,9,2,7,0,1,1,0,0,60,
33,3,5,4,6,1,4,1,0,0,50,
29,3,14,2,11,0,4,1,0,0,20,
28,0,13,2,3,0,4,1,5178,0,40,
35,3,6,2,6,0,4,1,0,0,50,
36,3,9,0,2,4,4,1,0,0,40,
45,3,16,0,9,4,2,0,0,3004,35,
30,5,12,4,2,3,4,1,0,0,40,
35,4,9,2,7,0,4,1,0,0,60,
27,3,11,2,11,0,4,1,0,0,40,
22,3,9,4,3,1,4,1,0,0,40,
24,3,10,4,5,3,4,1,0,0,30,
47,3,13,2,9,0,4,1,0,0,50,
47,3,10,2,3,0,4,1,0,0,40,
18,3,7,4,7,3,4,0,0,0,15,
18,3,10,4,0,3,4,1,0,0,30,
31,1,9,0,10,1,4,1,0,0,47,
43,5,14,0,7,4,4,0,0,0,30,
45,3,9,2,13,0,3,1,4064,0,40,
39,3,9,2,13,0,4,1,0,0,40,
30,3,13,4,0,1,4,1,0,0,50,
22,3,10,4,0,1,4,0,0,0,35,
30,5,9,2,4,0,4,1,0,0,85,
36,3,16,2,9,0,4,1,0,0,60,
20,6,12,4,9,1,4,1,0,0,30,
61,8,2,2,14,0,4,1,3942,0,20,
27,3,9,2,13,0,4,1,0,1902,45,
59,1,10,2,3,0,4,1,0,0,60,
60,3,9,2,2,0,4,1,0,0,40,
43,3,13,0,3,1,4,0,0,0,40,
35,3,9,0,13,1,4,1,0,0,60,
40,3,13,2,0,0,4,1,0,0,50,
20,3,7,2,5,2,4,1,2961,0,35,
47,3,14,2,3,0,4,1,0,0,40,
40,3,12,0,9,1,4,1,0,0,50,
20,3,9,4,6,3,4,1,0,0,40,
75,8,10,2,14,0,4,1,0,0,13,
25,3,10,4,0,3,4,0,0,0,40,
47,3,11,2,9,0,4,1,0,0,40,
29,5,12,6,11,4,4,0,0,0,40,
34,3,9,2,13,0,4,1,0,0,45,
45,6,13,5,9,1,4,0,0,0,40,
23,3,10,4,5,3,4,1,2597,0,50,
46,3,12,6,0,4,4,0,0,0,40,
41,6,10,0,6,1,2,0,0,0,38,
29,3,13,2,9,0,4,1,0,0,40,
17,3,7,4,5,3,0,1,0,0,20,
39,3,5,2,2,0,4,1,0,0,40,
37,3,9,4,6,4,2,0,0,0,40,
34,3,9,2,6,0,2,1,0,0,40,
20,3,9,4,2,1,4,1,0,0,40,
18,8,9,4,14,3,1,0,0,1602,38,
52,3,11,2,2,0,4,1,0,0,40,
42,1,12,2,9,5,0,0,0,0,40,
22,3,3,2,2,0,4,1,0,0,35,
66,6,10,0,3,1,4,0,0,0,55,
35,3,9,2,13,0,4,1,0,0,65,
40,1,12,4,9,1,4,1,0,0,40,
21,3,9,0,11,4,0,0,0,0,38,
51,1,9,0,10,4,4,1,0,0,52,
34,3,6,2,2,0,4,1,0,0,40,
24,3,9,2,2,0,4,1,0,0,40,
43,3,13,3,0,4,4,0,0,0,40,
34,3,13,2,3,5,4,0,0,0,40,
42,1,14,4,9,4,4,0,0,0,40,
41,3,11,4,2,1,4,1,0,0,30,
21,3,9,4,13,3,4,0,0,0,40,
64,1,4,2,10,0,4,1,0,0,10,
24,0,9,4,0,1,4,0,0,1974,40,
23,3,10,4,5,3,4,1,0,0,10,
29,3,9,2,11,0,4,1,0,0,50,
44,5,9,0,3,4,4,0,0,0,60,
28,3,13,2,9,0,4,1,0,0,55,
33,4,9,2,11,0,4,1,0,0,50,
35,3,10,2,2,0,4,1,0,0,40,
41,3,6,3,2,1,4,0,0,0,40,
42,3,13,2,11,0,2,1,0,0,40,
51,5,10,2,3,0,4,1,0,0,99,
32,3,7,4,7,4,2,0,0,0,40,
37,3,9,4,2,3,4,1,0,0,40,
18,3,7,4,11,3,4,0,0,0,25,
24,3,11,4,7,3,4,0,0,0,35,
29,8,10,0,14,4,4,0,0,0,40,
45,3,10,2,0,0,4,1,0,0,40,
52,0,13,2,3,0,4,1,0,0,45,
35,3,9,4,7,1,4,0,0,0,40,
46,4,13,0,3,1,4,0,0,0,50,
63,3,9,6,3,4,4,1,0,0,50,
32,1,13,2,9,5,4,0,0,0,35,
24,3,9,4,7,3,4,0,594,0,15,
72,8,10,2,14,0,4,1,0,0,32,
35,8,10,4,14,4,4,1,0,0,10,
29,3,13,4,0,1,4,0,0,0,40,
35,3,13,2,3,0,4,1,7688,0,50,
70,3,6,2,5,0,4,1,0,0,32,
65,8,13,2,14,0,4,1,5556,0,48,
36,3,9,4,6,1,4,0,0,0,30,
53,3,9,2,7,0,2,1,4386,0,30,
49,1,9,2,13,0,4,1,0,0,40,
60,3,15,2,3,0,4,1,0,1902,40,
18,3,7,4,5,3,4,1,0,0,40,
21,3,10,4,7,3,4,1,0,0,35,
42,3,6,4,13,1,2,1,0,0,40,
25,6,14,4,9,1,4,0,0,0,37,
32,3,9,2,2,0,4,1,0,0,40,
25,4,9,2,11,0,4,1,0,0,60,
47,3,13,2,0,0,4,1,7298,0,40,
30,3,11,4,9,1,4,0,0,0,40,
21,8,12,4,14,3,4,0,0,0,40,
38,5,13,2,4,0,4,1,0,0,60,
34,3,9,2,13,0,4,1,0,2051,55,
37,3,12,4,7,1,4,0,0,0,30,
56,3,9,2,3,5,4,0,0,0,40,
52,6,11,2,3,0,4,1,0,0,40,
23,3,13,4,9,3,4,1,0,0,40,
29,6,9,2,10,0,4,1,0,0,42,
45,3,9,2,2,0,4,1,0,0,40,
23,1,13,4,9,1,4,0,0,0,40,
45,3,14,2,3,0,4,1,0,0,65,
30,3,13,4,3,1,4,1,0,0,42,
45,3,13,2,11,0,4,1,0,0,50,
26,3,9,2,6,0,4,1,0,0,40,
23,3,10,2,6,0,4,1,0,0,40,
24,3,10,4,7,3,4,0,0,0,40,
43,3,14,6,3,4,4,1,4934,0,40,
42,3,9,0,5,4,4,1,0,0,40,
72,3,10,6,0,1,4,0,0,0,25,
21,8,10,4,14,3,4,0,0,0,40,
57,3,13,2,3,0,4,1,15024,0,60,
24,3,13,2,11,0,4,1,0,0,45,
27,3,9,2,5,0,4,1,0,0,40,
54,3,9,2,11,0,4,1,0,0,40,
42,1,9,2,3,0,4,1,0,0,60,
17,3,5,4,7,3,2,1,0,0,40,
48,3,13,2,3,0,4,1,0,0,55,
39,3,13,0,11,1,4,0,0,0,40,
41,4,13,2,3,0,4,1,7688,0,70,
50,3,4,2,7,5,4,0,0,0,35,
57,3,9,0,13,1,4,1,0,0,45,
44,1,16,2,9,0,4,1,0,0,36,
20,8,9,4,14,1,4,0,0,0,28,
49,3,9,2,11,0,4,1,0,0,40,
44,3,12,4,9,4,2,0,1151,0,50,
42,3,11,4,2,1,4,1,0,0,44,
18,8,10,4,14,3,4,1,0,0,16,
18,3,8,4,7,3,4,1,0,0,18,
51,3,9,6,12,4,2,0,0,0,40,
28,3,13,4,9,1,4,0,0,0,40,
39,3,12,2,3,5,4,0,15024,0,45,
25,3,9,2,11,0,4,1,0,0,52,
41,3,15,2,9,0,4,1,0,1977,50,
39,3,10,2,11,0,4,1,0,0,40,
42,5,7,5,7,4,4,0,0,0,30,
33,3,9,4,0,1,4,0,0,1617,40,
63,8,6,2,14,0,4,1,0,0,40,
47,3,10,0,11,4,4,0,0,0,45,
27,1,13,2,10,0,4,1,0,0,68,
39,3,14,2,3,0,4,1,0,1848,45,
20,3,10,4,4,3,4,1,0,0,40,
49,3,9,4,7,1,4,0,0,0,40,
70,8,9,2,14,0,4,1,0,0,28,
46,3,9,2,5,0,4,1,0,1740,35,
47,3,9,2,11,0,4,1,0,0,30,
35,3,5,4,2,1,4,1,0,0,40,
24,3,9,4,5,1,4,1,0,0,40,
22,8,10,4,14,1,4,1,0,0,40,
43,3,13,0,7,1,4,0,0,0,35,
60,1,14,2,9,0,4,1,0,0,40,
53,3,7,2,6,0,4,1,0,0,48,
47,3,10,0,3,4,4,0,0,0,40,
34,3,10,2,5,0,4,1,0,0,40,
37,3,11,4,7,1,4,1,0,0,40,
35,3,9,4,7,3,4,1,0,0,30,
23,3,10,4,3,1,4,0,0,0,40,
27,8,9,2,14,3,4,0,0,0,15,
29,3,9,4,13,2,4,1,0,0,50,
23,3,10,4,2,1,4,1,0,0,40,
35,3,9,0,7,1,4,0,0,0,35,
18,8,9,4,14,3,4,0,0,0,12,
27,1,13,4,9,1,4,0,0,0,40,
56,8,10,0,14,1,4,0,0,0,20,
40,3,9,4,0,1,4,0,0,0,70,
31,3,13,2,11,0,4,1,0,0,65,
18,3,10,4,11,4,4,1,2176,0,40,
25,3,12,4,9,1,4,0,0,0,40,
36,3,10,4,10,4,2,0,0,0,40,
38,3,6,0,2,1,4,1,0,0,40,
52,3,9,6,2,1,4,1,0,0,40,
23,3,9,4,7,4,4,1,0,0,35,
48,5,10,2,3,0,4,1,0,0,30,
34,8,9,4,14,4,2,0,0,0,35,
46,3,9,2,0,0,4,1,0,0,40,
26,3,9,3,10,1,4,1,0,0,40,
47,3,9,2,6,0,4,1,0,0,40,
21,8,10,4,14,3,4,0,0,0,3,
65,3,13,0,9,1,4,1,6723,0,40,
31,1,9,2,13,0,2,1,0,0,40,
38,3,9,2,3,5,4,0,7688,0,40,
68,3,9,2,3,0,4,1,0,0,40,
26,3,13,4,0,2,1,0,0,0,40,
42,3,9,0,7,1,4,1,0,0,40,
49,3,9,2,2,0,4,1,0,0,40,
42,3,13,2,0,5,1,0,0,1887,40,
39,3,14,2,3,0,4,1,7688,0,65,
31,5,5,2,2,0,4,1,0,0,40,
28,6,13,2,9,0,4,1,0,0,20,
36,3,13,0,9,1,4,0,0,0,50,
42,6,10,2,3,5,4,0,0,0,40,
62,3,9,2,6,0,4,1,0,0,40,
21,3,9,4,4,3,4,1,0,0,24,
21,3,10,4,0,3,3,0,0,0,20,
60,8,9,2,14,0,4,1,0,0,40,
22,3,10,4,7,3,4,0,0,0,25,
30,3,6,2,2,0,4,1,0,0,40,
64,3,9,6,0,1,4,0,0,0,40,
28,3,13,2,3,5,4,0,15024,0,28,
41,5,12,2,2,0,4,1,0,1887,40,
25,3,9,4,2,2,4,1,0,0,40,
27,3,9,2,4,0,4,1,0,0,40,
40,3,12,2,12,0,4,1,0,0,44,
58,3,10,2,3,0,4,1,0,0,40,
31,3,15,4,9,1,4,0,0,0,99,
50,1,9,6,13,4,4,0,0,0,40,
27,3,9,5,5,4,4,1,0,0,40,
31,8,9,4,14,3,0,1,0,0,40,
50,3,13,2,11,0,4,1,0,0,40,
45,3,9,2,10,0,2,1,0,0,40,
33,3,8,4,10,3,2,1,0,0,40,
62,3,10,0,0,1,4,1,0,1974,40,
38,3,9,2,2,0,4,1,0,2051,40,
19,3,10,4,7,3,4,0,0,0,35,
30,3,7,2,7,5,2,0,0,0,30,
38,3,10,0,11,3,4,0,0,0,25,
42,5,9,2,4,0,4,1,0,0,99,
49,4,10,0,11,1,4,1,0,0,25,
53,3,14,2,3,0,4,1,0,1902,50,
45,1,10,2,2,0,4,1,0,1887,40,
24,3,10,4,0,3,2,0,0,0,40,
29,3,11,4,0,3,4,0,0,0,35,
24,3,10,4,11,3,4,0,5060,0,30,
38,0,13,2,9,0,4,1,0,0,40,
25,4,11,4,13,4,4,1,0,0,55,
51,6,6,2,2,0,0,1,0,0,40,
17,8,7,4,14,3,4,0,0,0,20,
19,3,10,4,0,3,4,0,0,0,8,
38,3,10,2,2,0,4,1,0,0,52,
60,3,9,0,7,1,4,0,0,0,40,
29,5,9,4,11,1,4,1,0,0,40,
66,8,10,6,14,4,2,0,0,4356,40,
28,0,6,2,7,5,0,0,0,0,40,
36,3,9,2,9,0,4,1,0,0,45,
57,8,9,2,14,0,3,1,0,0,5,
24,3,12,4,2,3,4,1,0,0,40,
43,3,12,4,0,1,4,0,0,0,38,
29,4,15,2,9,0,4,1,0,0,55,
67,5,15,2,9,0,4,1,20051,0,25,
20,3,9,4,10,3,4,1,0,0,40,
21,3,10,4,7,3,1,1,0,0,20,
20,3,6,4,5,3,4,1,0,0,40,
42,3,12,2,3,0,4,1,0,0,60,
20,3,10,4,7,3,4,0,0,0,10,
19,1,9,4,0,3,4,1,0,0,35,
34,3,9,2,2,0,4,1,0,0,45,
40,1,13,4,9,4,4,0,0,0,45,
33,3,10,5,7,4,2,0,0,0,25,
36,3,10,0,2,1,4,0,0,0,37,
43,3,12,0,2,1,4,1,0,2444,70,
41,1,9,5,7,4,2,0,0,0,40,
34,6,9,2,12,0,4,1,0,0,40,
33,3,12,2,11,0,3,1,0,0,40,
47,3,9,2,6,0,4,1,0,0,40,
41,3,2,2,11,0,4,1,0,0,50,
40,3,9,3,2,1,4,1,0,0,40,
28,3,13,4,2,3,2,1,0,0,40,
62,5,9,2,11,0,4,1,0,0,90,
29,3,9,0,0,4,4,0,0,0,50,
46,3,10,0,0,1,4,0,0,0,40,
28,3,9,4,7,1,4,1,0,0,60,
57,0,9,0,0,1,4,0,0,0,40,
22,3,10,4,11,3,4,0,0,0,40,
28,1,12,4,0,1,4,0,0,0,40,
24,3,13,4,0,1,4,0,0,0,45,
54,5,13,0,4,1,4,1,27828,0,50,
22,3,7,5,2,1,4,1,0,0,40,
36,6,13,4,10,4,2,0,0,0,40,
50,3,10,0,0,4,4,0,0,0,40,
18,3,7,4,5,3,4,1,0,0,24,
52,6,12,2,11,0,4,1,0,0,40,
41,3,4,2,7,0,4,1,0,0,40,
21,8,9,4,14,1,4,0,0,0,20,
36,3,13,4,11,1,4,0,0,1741,40,
34,5,13,4,9,1,4,0,0,0,55,
21,3,11,4,2,3,4,1,0,0,40,
46,3,9,4,3,1,4,1,0,0,40,
57,8,10,2,14,0,4,1,0,0,40,
61,1,14,4,9,4,4,0,0,0,25,
22,6,10,4,13,3,4,1,0,0,25,
33,8,7,0,14,3,4,1,0,0,53,
36,6,15,2,9,5,4,0,15024,0,50,
43,1,14,0,9,4,4,0,914,0,40,
25,3,12,2,0,5,1,0,0,0,37,
17,3,6,4,8,2,4,1,0,0,30,
45,3,11,2,2,0,4,1,4386,0,38,
30,3,15,4,9,1,4,1,0,1590,80,
40,3,14,4,9,1,4,1,0,0,35,
31,1,14,4,3,1,4,1,0,0,45,
42,3,13,2,3,0,4,1,0,0,40,
53,3,9,2,2,0,4,1,0,0,40,
37,3,2,2,13,0,4,1,0,0,40,
37,6,9,3,7,4,4,0,0,0,20,
54,3,10,2,11,5,4,0,0,0,40,
36,3,9,0,7,3,4,0,0,0,30,
46,3,13,2,11,0,4,1,0,0,48,
32,3,5,2,13,0,4,1,0,0,50,
17,3,7,4,2,3,4,1,594,0,40,
42,6,13,0,9,1,2,1,0,0,40,
37,1,9,4,2,1,4,1,0,0,40,
29,3,9,2,6,0,4,1,0,0,48,
54,3,13,2,3,0,4,1,0,0,40,
38,3,8,2,2,0,4,1,0,0,48,
46,1,9,2,13,0,4,1,0,0,40,
24,3,9,2,5,0,4,1,0,0,40,
57,3,2,2,5,0,4,1,0,0,40,
59,3,2,2,6,0,4,1,0,0,40,
33,3,13,2,3,0,4,1,0,0,40,
35,3,9,0,7,4,2,0,0,1594,40,
53,3,9,2,6,0,4,1,2829,0,40,
26,3,9,4,6,2,4,1,0,0,40,
55,5,14,2,11,0,4,1,2228,0,50,
46,3,9,5,7,1,2,0,0,0,45,
44,6,13,2,9,0,0,1,0,0,38,
30,5,11,2,11,0,4,1,3137,0,60,
24,3,10,4,5,3,4,1,0,0,24,
32,3,6,3,7,1,2,0,0,0,37,
35,3,13,4,11,1,4,0,0,0,40,
67,3,14,2,11,0,4,1,0,0,30,
56,5,13,2,3,0,4,1,0,0,20,
26,3,14,4,9,1,1,1,0,0,20,
46,3,12,6,12,4,4,0,6497,0,40,
52,3,9,2,2,0,4,1,0,0,48,
38,5,10,0,2,1,4,1,0,0,40,
31,3,9,0,11,4,2,1,0,0,50,
53,3,9,5,13,1,4,1,0,0,30,
27,3,9,4,5,1,2,1,0,0,40,
39,3,13,4,0,1,4,0,0,0,40,
22,3,9,4,6,3,4,1,0,0,40,
37,3,10,2,2,0,4,1,0,0,35,
20,3,9,4,0,3,4,1,0,0,30,
60,1,9,2,10,0,4,1,0,0,40,
51,3,11,0,12,4,2,0,0,0,48,
57,0,15,0,9,1,4,0,0,0,50,
59,3,10,2,2,0,4,1,0,0,40,
37,3,9,2,2,0,4,1,0,0,40,
35,3,9,2,5,5,4,0,0,0,40,
43,3,10,2,11,0,4,1,0,0,72,
17,3,8,4,7,3,4,1,0,0,35,
45,3,13,2,9,0,4,1,0,0,50,
18,3,9,4,11,3,4,0,0,0,40,
52,3,8,5,6,2,4,0,0,0,40,
18,3,10,4,5,3,4,1,0,0,9,
20,3,10,4,5,3,2,1,0,0,40,
34,3,9,4,12,1,4,1,0,0,40,
19,3,9,4,6,3,2,0,0,0,20,
18,8,8,4,14,3,4,0,0,0,12,
17,1,5,4,7,3,4,1,0,0,45,
30,0,13,4,0,1,4,0,0,0,35,
29,3,13,4,2,1,4,0,0,0,45,
30,3,10,0,3,1,4,1,8614,0,50,
18,3,5,4,7,3,4,1,0,0,15,
50,6,13,0,0,1,2,0,0,0,37,
22,3,9,4,11,2,4,1,0,0,40,
21,3,9,4,0,3,4,0,0,0,35,
39,5,5,2,4,2,4,1,0,0,40,
20,3,10,4,7,2,4,0,4416,0,25,
62,3,12,6,7,1,4,0,0,0,7,
32,3,10,0,3,1,4,0,0,0,38,
38,3,12,2,12,0,4,1,0,0,40,
32,3,10,5,12,4,2,0,3887,0,40,
55,3,13,2,0,5,4,0,3464,0,40,
38,3,14,2,3,0,4,1,99999,0,70,
34,3,7,4,7,1,4,1,0,0,30,
28,3,9,4,7,3,4,1,0,0,20,
26,3,10,4,11,1,4,0,0,0,37,
41,3,9,2,11,0,4,1,0,0,40,
61,6,16,2,9,0,4,1,0,1902,40,
75,5,9,2,4,0,4,1,3456,0,40,
21,3,11,2,7,2,4,0,0,0,50,
50,3,9,2,5,0,4,1,0,0,40,
49,4,10,2,3,0,4,1,0,0,60,
26,3,9,2,13,0,4,1,0,0,65,
39,3,4,4,7,3,4,1,0,0,40,
24,5,10,4,9,1,1,1,0,0,40,
56,3,9,2,5,0,4,1,0,0,18,
17,3,7,4,7,3,2,1,0,0,17,
37,3,9,2,2,0,4,1,0,0,52,
23,3,11,2,6,3,4,0,0,0,30,
28,8,9,4,14,1,2,0,0,0,40,
57,5,9,2,4,0,4,1,0,0,60,
42,1,13,2,0,0,4,1,0,0,45,
25,3,13,0,11,1,4,0,0,0,40,
22,3,13,4,4,1,4,1,0,0,20,
39,3,9,2,2,0,2,1,0,0,40,
54,3,7,2,7,5,2,0,0,0,40,
41,4,13,0,3,1,4,1,0,0,50,
43,0,9,2,3,0,0,1,0,0,40,
19,3,9,4,2,1,4,0,0,0,40,
35,3,10,2,9,0,4,1,0,0,40,
34,3,9,2,9,0,4,1,0,0,60,
19,3,9,5,0,4,4,0,0,0,30,
33,3,10,0,3,4,4,0,0,0,40,
33,3,10,4,9,1,4,1,0,0,52,
49,3,14,2,3,0,4,1,0,0,65,
31,3,9,0,0,4,4,0,0,0,50,
69,8,9,2,14,0,4,1,0,0,13,
41,3,11,2,11,0,4,1,4386,0,60,
24,3,9,5,6,4,3,0,0,0,40,
45,6,9,0,3,4,4,0,0,0,38,
63,3,13,2,9,0,4,1,15024,0,45,
75,3,10,2,13,0,4,1,0,0,16,
34,3,9,4,6,4,2,1,0,0,40,
69,3,13,2,3,0,2,1,9386,0,50,
33,3,14,4,9,1,4,0,0,0,40,
44,3,9,4,0,1,4,0,0,0,43,
45,3,13,2,2,0,4,1,3103,0,40,
18,3,7,4,11,3,4,0,0,0,20,
48,3,9,0,11,1,4,0,0,0,52,
43,3,9,2,2,0,4,1,0,0,40,
26,3,9,2,2,0,2,1,0,1848,60,
35,3,9,4,2,4,4,1,0,0,50,
34,3,10,4,0,4,2,0,0,0,40,
48,3,9,2,0,0,4,1,0,0,70,
54,1,9,6,7,4,2,0,0,0,40,
57,3,9,2,11,0,4,1,0,0,40,
21,3,9,4,6,3,4,1,0,0,60,
28,3,10,2,3,0,0,1,0,0,55,
51,3,11,2,2,0,4,1,0,0,40,
34,1,9,2,10,0,4,1,0,0,53,
41,1,10,2,10,0,4,1,0,0,45,
21,3,10,4,0,1,4,0,0,0,27,
26,3,13,2,9,0,4,1,0,0,58,
66,3,9,4,0,1,1,0,0,0,40,
40,3,16,2,9,0,1,1,0,1977,45,
48,3,12,0,0,4,4,0,0,0,40,
44,8,13,0,14,1,4,1,0,0,50,
41,3,9,2,6,0,4,1,0,0,40,
41,3,13,2,10,0,4,1,15024,0,60,
55,1,12,2,9,0,1,1,0,0,40,
43,3,13,0,11,1,4,1,0,0,40,
51,3,11,2,7,0,4,1,0,0,50,
31,3,7,2,2,0,4,1,0,0,40,
30,5,13,3,2,1,4,1,6849,0,60,
51,3,9,2,0,5,4,0,0,0,40,
31,1,9,0,7,4,0,1,0,0,40,
18,3,10,4,7,3,4,1,0,0,37,
60,3,9,0,3,1,4,0,0,1092,40,
29,3,9,4,3,1,1,0,0,0,40,
33,3,9,4,13,1,4,1,0,0,40,
34,3,3,2,4,0,4,1,0,0,40,
40,4,14,4,7,3,4,1,0,0,99,
57,3,10,0,7,1,4,0,0,0,38,
55,1,13,2,9,5,4,0,0,0,60,
40,5,12,2,3,0,4,1,0,0,60,
26,6,13,4,3,1,4,0,0,0,35,
29,3,10,2,0,0,0,1,0,0,40,
30,3,13,2,0,5,4,0,0,0,40,
29,3,14,4,11,1,4,1,0,0,50,
43,3,10,2,13,0,4,1,0,0,50,
65,3,7,6,0,1,4,0,0,0,8,
19,3,10,4,11,3,1,1,0,0,35,
35,3,9,2,11,0,1,1,0,1887,50,
28,3,9,2,13,0,4,1,0,0,40,
34,3,9,2,3,0,4,1,0,0,40,
61,3,11,2,2,0,4,1,0,1887,60,
63,1,9,2,3,5,4,0,0,0,32,
47,6,13,2,3,0,4,1,0,0,40,
31,3,10,0,2,1,4,1,0,0,40,
18,3,10,4,13,3,4,1,2907,0,30,
29,3,13,2,11,0,4,1,0,0,45,
59,3,9,2,2,0,4,1,0,0,40,
50,3,14,0,3,1,4,1,0,0,62,
49,3,4,2,13,0,4,1,2407,0,50,
60,3,13,2,3,0,4,1,0,0,45,
35,5,14,2,11,0,4,1,0,0,40,
48,0,9,0,5,1,4,1,0,0,40,
21,8,10,4,14,3,4,1,0,0,40,
41,3,9,5,5,1,2,1,0,0,40,
56,3,10,2,2,0,4,1,0,0,50,
26,3,8,4,7,4,2,1,0,0,40,
53,3,9,0,0,4,4,0,0,0,40,
23,3,9,4,5,1,2,1,0,0,40,
58,3,4,2,4,0,4,1,0,0,50,
61,3,9,2,2,0,4,1,0,0,40,
29,3,10,2,5,0,4,1,0,0,60,
22,3,9,4,13,3,4,1,0,0,40,
43,3,13,2,3,0,4,1,0,1977,50,
31,3,10,4,7,1,4,1,0,0,30,
90,3,9,2,6,0,4,1,0,0,40,
53,3,11,0,9,4,4,0,0,0,40,
22,8,10,4,14,3,4,1,0,0,40,
55,3,9,2,13,0,2,1,3411,0,40,
34,6,16,4,9,1,4,0,0,0,60,
28,3,10,2,5,0,4,1,5013,0,55,
22,8,10,4,14,1,4,0,0,0,40,
36,3,9,4,0,1,2,0,0,0,40,
33,3,13,5,9,2,2,0,0,0,40,
17,3,6,4,7,3,4,0,0,0,12,
38,3,7,0,2,1,4,1,0,0,40,
60,3,11,2,2,0,4,1,0,0,60,
34,3,13,2,3,0,4,1,0,0,50,
72,8,9,2,14,0,4,1,0,0,8,
57,3,3,2,7,0,4,1,0,0,40,
39,3,9,0,11,1,4,1,0,0,60,
50,5,13,2,4,0,4,1,0,0,80,
45,3,13,2,9,0,1,1,0,0,40,
37,3,13,5,3,1,4,1,0,0,35,
27,3,10,4,5,1,4,1,0,0,48,
